GROUP_DATE,INCIDENT_DATETIME,INITIAL_SEVERITY_LEVEL_CODE
2016/04/08,3922,4.291687914329424
2016/04/09,3482,4.169155657668007
2016/04/10,3582,4.150474595198213
2016/04/11,4069,4.24404030474318
2016/04/12,3824,4.296025104602511
2016/04/13,4038,4.2865279841505695
2016/04/14,3898,4.332478193945613
2016/04/15,3950,4.22379746835443
2016/04/16,3886,4.167524446731858
2016/04/17,3876,4.148090815273478
2016/04/18,4150,4.263614457831325
2016/04/19,4122,4.244056283357593
2016/04/20,4028,4.313306852035749
2016/04/21,4172,4.228427612655801
2016/04/22,4218,4.255334281650071
2016/04/23,3908,4.229529170931423
2016/04/24,3550,4.197464788732394
2016/04/25,4054,4.21238283177109
2016/04/26,3596,4.2316462736373746
2016/04/27,3742,4.254142169962587
2016/04/28,3529,4.256446585434968
2016/04/29,3609,4.16043225270158
2016/04/30,3859,4.1103912930811095
2016/05/01,3353,4.206084103787653
2016/05/02,3833,4.233759457344117
2016/05/03,3913,4.2317914643496035
2016/05/04,3964,4.270433905146317
2016/05/05,3787,4.26089252706628
2016/05/06,3936,4.223577235772358
2016/05/07,3690,4.195392953929539
2016/05/08,3642,4.176276771004942
2016/05/09,4176,4.248802681992337
2016/05/10,3973,4.238862320664485
2016/05/11,4268,4.17174320524836
2016/05/12,4178,4.258736237434179
2016/05/13,3941,4.2793707180918545
2016/05/14,3782,4.14304600740349
2016/05/15,3569,4.201176800224152
2016/05/16,4077,4.295805739514349
2016/05/17,3927,4.297937356760886
2016/05/18,3920,4.281122448979592
2016/05/19,3942,4.269660071029934
2016/05/20,4227,4.248639697184765
2016/05/21,3782,4.185880486515072
2016/05/22,3610,4.130470914127423
2016/05/23,4129,4.203196899975781
2016/05/24,3983,4.201104694953552
2016/05/25,4268,4.262652296157451
2016/05/26,4309,4.2443722441401714
2016/05/27,4354,4.204180064308682
2016/05/28,4202,4.168015230842456
2016/05/29,4049,4.1931341071869594
2016/05/30,3661,4.1652553947009014
2016/05/31,4338,4.2139234670355
2016/06/01,4170,4.253717026378897
2016/06/02,4073,4.224895654308863
2016/06/03,3989,4.283529706693407
2016/06/04,3970,4.207304785894206
2016/06/05,3585,4.194142259414226
2016/06/06,4309,4.198653980041773
2016/06/07,4116,4.2592322643343055
2016/06/08,3862,4.277058518902123
2016/06/09,3832,4.203288100208768
2016/06/10,4279,4.2470203318532365
2016/06/11,4241,4.161518509785428
2016/06/12,4062,4.220088626292466
2016/06/13,4051,4.3206615650456675
2016/06/14,3919,4.301862720081654
2016/06/15,4088,4.274706457925636
2016/06/16,3986,4.267686904164576
2016/06/17,4086,4.2594224180127265
2016/06/18,4127,4.15919554155561
2016/06/19,3855,4.169649805447471
2016/06/20,4236,4.23371104815864
2016/06/21,4117,4.234879766820501
2016/06/22,4135,4.27738814993954
2016/06/23,4087,4.242720822118914
2016/06/24,4292,4.179403541472507
2016/06/25,3965,4.249432534678436
2016/06/26,3904,4.209016393442623
2016/06/27,4339,4.271952062687255
2016/06/28,3857,4.285455016852476
2016/06/29,4110,4.300729927007299
2016/06/30,4121,4.2266440184421255
2016/07/01,4009,4.253429782988277
2016/07/02,3882,4.134981968057702
2016/07/03,3876,4.208978328173375
2016/07/04,3800,4.159736842105263
2016/07/05,4295,4.221420256111758
2016/07/06,4172,4.24209012464046
2016/07/07,4363,4.283978913591565
2016/07/08,4101,4.318702755425506
2016/07/09,3693,4.184944489574871
2016/07/10,3864,4.268115942028985
2016/07/11,4081,4.219554030874786
2016/07/12,4109,4.23704064249209
2016/07/13,4048,4.212203557312253
2016/07/14,4143,4.24112961622013
2016/07/15,4312,4.215909090909091
2016/07/16,4075,4.196564417177914
2016/07/17,4077,4.189845474613686
2016/07/18,4383,4.253251197809719
2016/07/19,3958,4.255937342091966
2016/07/20,4003,4.285286035473395
2016/07/21,4061,4.278256587047525
2016/07/22,4208,4.217442965779468
2016/07/23,4344,4.158379373848987
2016/07/24,4116,4.19533527696793
2016/07/25,4240,4.26816037735849
2016/07/26,4113,4.236080719669341
2016/07/27,4233,4.22867942357666
2016/07/28,4128,4.203003875968992
2016/07/29,4010,4.269825436408977
2016/07/30,4053,4.176905995558846
2016/07/31,3770,4.2151193633952255
2016/08/01,4000,4.2335
2016/08/02,4101,4.215313338210192
2016/08/03,3941,4.244861710225831
2016/08/04,3926,4.236372898624555
2016/08/05,3993,4.253693964437766
